,date,mean,median,std,low_5,up_5,low_10,up_10,low_15,up_15,low_20,up_20,low_25,up_25,low_30,up_30,low_35,up_35,low_40,up_40,low_45,up_45,low_50,up_50,low_55,up_55,low_60,up_60,low_65,up_65,low_70,up_70,low_75,up_75,low_80,up_80,low_85,up_85,low_90,up_90,low_95,up_95,low_97.5,up_97.5,type,forecast_date,add
0,2014-08-31,15.536666666666667,15.0,4.361045510966144,15.0,15.0,15.0,16.0,14.0,16.0,14.0,16.0,14.0,17.0,13.649999999999991,17.0,13.0,17.0,13.0,17.299999999999983,13.0,18.0,12.0,18.0,12.0,18.0,12.0,19.0,12.0,19.0,11.0,20.0,11.0,20.625,10.900000000000002,21.0,10.0,22.0,9.950000000000001,23.0,9.0,25.524999999999977,6.737500000000001,27.26249999999999,estimate,2014-10-31,0
1,2014-09-30,15.173333333333334,15.0,4.316487279064227,15.0,15.0,14.0,16.0,14.0,16.0,14.0,16.0,14.0,16.0,13.0,17.0,13.0,17.0,13.0,17.0,13.0,18.0,12.0,18.0,12.0,18.0,12.0,18.0,11.0,19.0,11.0,20.0,10.0,20.0,10.0,21.0,9.0,21.0,8.0,22.0,7.4750000000000005,23.524999999999977,6.0,26.0,estimate,2014-10-31,0
2,2014-10-31,15.58,15.0,4.290099046965691,15.0,16.0,15.0,16.0,14.0,16.0,14.0,16.0,14.0,16.875,14.0,17.0,13.0,17.0,13.0,17.0,13.0,18.0,13.0,18.0,12.0,19.0,12.0,19.0,12.0,20.0,11.0,20.0,11.0,21.0,10.0,21.0,10.0,22.0,9.0,24.0,8.0,25.0,8.0,26.0,estimate,2014-10-31,0
3,2014-11-30,15.766666666666667,16.0,4.6155425465361235,15.0,16.0,15.0,16.0,15.0,16.0,14.600000000000009,17.0,14.0,17.0,14.0,17.0,14.0,18.0,14.0,18.0,13.0,18.775000000000006,13.0,19.0,12.0,20.0,12.0,20.0,12.0,20.0,11.850000000000001,21.0,11.0,21.0,10.900000000000002,22.0,9.0,22.0,8.0,23.0,6.4750000000000005,25.0,5.0,25.0,estimate,2014-10-31,0
4,2014-12-31,16.006666666666668,16.0,4.221297596737637,16.0,16.0,15.0,16.0,15.0,17.0,15.0,17.0,15.0,18.0,15.0,18.0,14.0,18.0,14.0,18.0,13.0,18.0,13.0,19.0,13.0,19.0,12.0,19.200000000000017,12.0,20.0,11.0,20.0,11.0,21.0,11.0,21.0,10.0,22.0,9.0,23.0,8.0,24.524999999999977,7.737500000000001,26.26249999999999,estimate,2014-10-31,0
5,2015-01-31,16.01,15.0,4.758716698374113,15.0,16.0,15.0,16.0,15.0,16.924999999999983,15.0,17.0,14.0,17.0,14.0,18.0,13.0,18.0,13.0,19.0,13.0,19.0,13.0,19.0,13.0,20.0,12.0,20.0,12.0,20.0,12.0,21.0,11.0,21.0,10.0,22.0,10.0,23.57499999999999,8.0,24.0,7.0,26.0,6.0,28.0,estimate,2014-10-31,0
6,2015-02-28,15.85,15.0,4.709007237611725,15.0,15.0,15.0,16.0,14.0,16.0,14.0,16.0,14.0,17.0,14.0,17.0,13.174999999999997,18.0,13.0,18.0,13.0,18.0,12.75,19.0,12.0,19.724999999999994,12.0,20.0,12.0,20.0,11.0,21.0,11.0,21.625,10.0,22.100000000000023,9.425,24.0,9.0,24.0,8.0,26.0,7.737500000000001,26.26249999999999,estimate,2014-10-31,0
7,2015-03-31,15.826666666666666,15.0,4.460524237928321,15.0,16.0,15.0,16.0,15.0,17.0,14.0,17.0,14.0,17.0,14.0,17.0,13.0,18.0,13.0,18.0,13.0,18.0,12.0,19.0,12.0,20.0,12.0,20.0,11.0,20.0,11.0,21.0,11.0,21.0,10.0,22.0,10.0,22.0,9.0,23.05000000000001,8.0,25.524999999999977,7.0,26.0,estimate,2014-10-31,0
8,2015-04-30,16.173333333333332,16.0,4.553284186000673,15.0,16.0,15.0,16.0,15.0,17.0,15.0,17.0,14.0,17.0,14.0,17.0,14.0,18.0,13.0,18.0,13.0,19.0,13.0,19.0,12.0,20.0,12.0,20.0,12.0,20.674999999999983,12.0,21.0,11.375,21.625,11.0,22.0,10.0,23.0,9.0,24.0,8.0,25.524999999999977,8.0,27.0,estimate,2014-10-31,0
9,2015-05-31,15.846666666666666,15.0,4.816688750995728,15.0,15.0,15.0,16.0,14.0,16.0,14.0,17.0,14.0,17.0,14.0,17.0,14.0,18.0,13.0,18.0,13.0,18.0,13.0,19.0,12.0,19.0,12.0,20.0,11.324999999999996,20.0,11.0,21.0,11.0,21.0,10.0,22.0,9.0,23.57499999999999,9.0,24.0,8.0,25.0,7.0,27.787499999999966,estimate,2014-10-31,0
