,date,mean,median,std,low_5,up_5,low_10,up_10,low_15,up_15,low_20,up_20,low_25,up_25,low_30,up_30,low_35,up_35,low_40,up_40,low_45,up_45,low_50,up_50,low_55,up_55,low_60,up_60,low_65,up_65,low_70,up_70,low_75,up_75,low_80,up_80,low_85,up_85,low_90,up_90,low_95,up_95,low_97.5,up_97.5,type,forecast_date,add
0,2020-06-30,9.526666666666667,9.0,3.092112452723843,9.0,10.0,9.0,10.0,9.0,10.0,8.0,10.0,8.0,10.0,8.0,11.0,8.0,11.0,8.0,11.0,8.0,11.0,7.0,11.25,7.0,12.0,7.0,12.0,7.0,12.0,6.0,12.150000000000006,6.0,13.0,6.0,13.0,6.0,14.0,5.0,14.0,5.0,15.0,3.0,17.524999999999977,estimate,2020-05-31,0
1,2020-07-31,9.84,10.0,3.3891031360655925,10.0,10.0,9.0,10.0,9.0,11.0,9.0,11.0,8.125,11.0,8.0,11.0,8.0,11.0,8.0,11.0,7.0,11.775000000000006,7.0,12.0,7.0,12.0,7.0,12.0,7.0,13.0,6.0,14.0,6.0,14.0,6.0,14.0,5.0,15.0,5.0,16.0,4.0,17.0,3.7375000000000003,18.26249999999999,estimate,2020-05-31,0
2,2020-08-31,10.046666666666667,10.0,3.6918724195312977,9.0,10.0,9.0,10.0,9.0,10.0,9.0,10.0,8.0,11.0,8.0,11.0,8.0,11.0,8.0,12.0,8.0,12.0,7.0,12.0,7.0,13.0,7.0,13.0,7.0,13.674999999999983,7.0,14.0,6.0,14.0,5.900000000000002,15.0,5.0,16.0,5.0,17.0,4.0,18.0,3.7375000000000003,20.0,estimate,2020-05-31,0
3,2020-09-30,9.98,10.0,3.591088934075771,9.0,10.0,9.0,10.0,9.0,11.0,9.0,11.0,9.0,11.0,8.0,11.0,8.0,11.0,8.0,12.0,8.0,12.0,7.0,12.0,7.0,12.0,7.0,13.0,7.0,13.0,6.0,14.0,6.0,14.0,6.0,15.0,5.0,16.0,5.0,16.0,4.0,18.0,3.7375000000000003,19.0,estimate,2020-05-31,0
4,2020-10-31,9.91,10.0,3.247108309647516,10.0,10.0,9.0,10.0,9.0,10.0,9.0,11.0,9.0,11.0,8.0,11.0,8.0,11.0,8.0,12.0,8.0,12.0,7.0,12.0,7.0,12.0,7.0,13.0,7.0,13.0,6.0,13.0,6.0,14.0,6.0,14.0,5.425000000000001,15.0,5.0,16.0,4.0,17.0,4.0,17.0,estimate,2020-05-31,0
5,2020-11-30,9.896666666666667,10.0,3.2876563847065756,9.0,10.0,9.0,10.0,9.0,10.0,9.0,11.0,9.0,11.0,9.0,11.0,8.0,11.0,8.0,12.0,8.0,12.0,7.0,12.0,7.0,13.0,7.0,13.0,7.0,13.0,6.0,13.0,6.0,14.0,6.0,14.0,6.0,15.0,5.0,16.0,4.0,17.0,3.0,18.0,estimate,2020-05-31,0
6,2020-12-31,10.333333333333334,10.0,3.7347982473914123,10.0,10.0,9.0,10.0,9.0,11.0,9.0,11.0,9.0,11.0,9.0,11.0,8.0,12.0,8.0,12.0,8.0,12.0,8.0,13.0,8.0,13.0,7.0,13.200000000000017,7.0,14.0,7.0,14.0,6.0,15.0,6.0,15.0,5.0,16.0,5.0,18.0,4.0,19.0,3.0,20.0,estimate,2020-05-31,0
7,2021-01-31,10.413333333333334,10.0,3.397198662338361,10.0,10.0,10.0,11.0,10.0,11.0,9.0,11.0,9.0,11.0,9.0,11.349999999999994,9.0,12.0,8.0,12.0,8.0,12.0,8.0,12.0,8.0,13.0,7.0,13.0,7.0,14.0,7.0,14.0,6.375,14.0,6.0,15.0,6.0,15.0,5.0,17.0,5.0,18.0,5.0,20.0,estimate,2020-05-31,0
8,2021-02-28,10.26,10.0,3.623464961574646,10.0,10.0,9.550000000000011,10.0,9.0,11.0,9.0,11.0,9.0,11.0,9.0,11.0,9.0,11.0,8.0,12.0,8.0,12.0,8.0,12.0,7.275000000000006,13.0,7.0,13.0,7.0,13.0,7.0,14.0,6.0,14.0,6.0,15.0,5.0,16.0,5.0,17.0,4.0,18.0,4.0,20.0,estimate,2020-05-31,0
9,2021-03-31,10.48,10.0,3.7241326345336643,10.0,10.0,10.0,10.0,9.0,11.0,9.0,11.0,9.0,11.0,9.0,11.349999999999994,9.0,12.0,8.0,12.0,8.0,12.0,8.0,12.25,8.0,13.0,8.0,13.0,7.0,14.0,7.0,14.0,7.0,15.0,7.0,15.0,6.0,16.0,5.0,17.0,4.0,19.0,3.0,22.0,estimate,2020-05-31,0
10,2021-04-30,10.203333333333333,10.0,3.609072860435025,10.0,10.0,9.550000000000011,10.450000000000017,9.0,11.0,9.0,11.0,9.0,11.0,9.0,11.349999999999994,8.0,12.0,8.0,12.0,8.0,12.0,7.75,13.0,7.0,13.0,7.0,13.0,7.0,14.0,6.0,14.0,6.0,15.0,5.900000000000002,15.0,5.0,16.0,5.0,16.0,4.0,17.0,4.0,19.0,estimate,2020-05-31,0
