,date,mean,median,std,low_5,up_5,low_10,up_10,low_15,up_15,low_20,up_20,low_25,up_25,low_30,up_30,low_35,up_35,low_40,up_40,low_45,up_45,low_50,up_50,low_55,up_55,low_60,up_60,low_65,up_65,low_70,up_70,low_75,up_75,low_80,up_80,low_85,up_85,low_90,up_90,low_95,up_95,low_97.5,up_97.5,type,forecast_date,add
0,2019-03-31,9.976666666666667,10.0,3.3023943207499173,9.0,10.0,9.0,10.0,9.0,11.0,9.0,11.0,9.0,11.0,8.0,11.0,8.0,12.0,8.0,12.0,8.0,12.0,8.0,12.0,7.0,13.0,7.0,13.0,7.0,13.0,7.0,13.150000000000006,6.0,14.0,6.0,14.0,5.0,15.0,5.0,15.050000000000011,4.0,17.0,3.0,17.0,estimate,2019-02-28,0
1,2019-04-30,9.726666666666667,10.0,3.351027729673242,9.0,10.0,9.0,10.0,9.0,10.0,9.0,10.0,8.0,10.0,8.0,11.0,8.0,11.0,8.0,11.0,7.0,11.0,7.0,12.0,7.0,12.0,7.0,12.0,7.0,13.0,6.0,13.0,6.0,14.0,6.0,14.0,6.0,15.0,5.0,16.0,4.0,17.0,3.7375000000000003,17.524999999999977,estimate,2019-02-28,0
2,2019-05-31,10.243333333333334,10.0,3.197635344261717,10.0,10.0,10.0,11.0,10.0,11.0,9.0,11.0,9.0,11.0,9.0,11.0,9.0,12.0,9.0,12.0,8.0,12.0,8.0,12.0,8.0,13.0,7.0,13.0,7.0,13.0,7.0,13.0,7.0,14.0,6.0,14.0,6.0,15.0,5.0,16.0,4.0,17.0,3.7375000000000003,17.0,estimate,2019-02-28,0
3,2019-06-30,9.863333333333333,9.5,3.290503548226601,9.0,10.0,9.0,10.0,9.0,10.0,9.0,10.0,8.0,11.0,8.0,11.0,8.0,11.0,8.0,12.0,8.0,12.0,8.0,12.0,7.0,12.0,7.0,13.0,7.0,13.0,7.0,13.0,6.0,14.0,6.0,14.0,6.0,15.0,5.0,16.0,4.0,17.0,3.0,18.0,estimate,2019-02-28,0
4,2019-07-31,9.703333333333333,9.0,3.5123273909512336,9.0,9.0,9.0,10.0,9.0,10.0,9.0,10.0,8.0,10.0,8.0,10.0,8.0,11.0,8.0,11.0,8.0,11.0,7.0,12.0,7.0,12.0,7.0,12.0,7.0,13.0,6.850000000000001,13.0,6.0,13.0,6.0,14.100000000000023,5.0,15.0,5.0,16.0,3.4750000000000005,17.524999999999977,3.0,20.26249999999999,estimate,2019-02-28,0
5,2019-08-31,10.016666666666667,10.0,3.4100562803281647,10.0,10.0,9.0,10.0,9.0,10.924999999999983,9.0,11.0,9.0,11.0,8.0,11.0,8.0,12.0,8.0,12.0,8.0,12.0,7.75,12.0,7.0,12.724999999999994,7.0,13.0,7.0,13.0,6.0,13.0,6.0,14.0,6.0,15.0,5.0,15.0,5.0,16.0,4.0,17.0,4.0,18.0,estimate,2019-02-28,0
6,2019-09-30,9.933333333333334,10.0,3.336564765895049,9.0,10.0,9.0,10.0,9.0,10.0,9.0,11.0,8.0,11.0,8.0,11.0,8.0,11.0,8.0,11.299999999999983,8.0,12.0,8.0,12.0,7.0,13.0,7.0,13.0,7.0,13.0,6.850000000000001,13.0,6.0,14.0,6.0,14.0,6.0,15.0,5.0,16.0,4.0,17.0,4.0,18.26249999999999,estimate,2019-02-28,0
7,2019-10-31,10.176666666666666,10.0,3.425087781345458,10.0,10.0,10.0,10.0,9.075000000000003,11.0,9.0,11.0,9.0,11.0,9.0,11.0,8.0,11.0,8.0,12.0,8.0,12.0,8.0,13.0,8.0,13.0,7.0,13.0,7.0,14.0,7.0,14.0,6.0,14.0,6.0,15.0,5.0,15.0,5.0,16.0,4.0,17.524999999999977,4.0,18.0,estimate,2019-02-28,0
8,2019-11-30,9.996666666666666,10.0,3.5343496781889954,9.0,10.0,9.0,10.0,9.0,10.924999999999983,9.0,11.0,9.0,11.0,8.0,11.0,8.0,11.0,8.0,12.0,8.0,12.0,7.0,12.0,7.0,13.0,7.0,13.0,7.0,13.0,6.0,14.0,6.0,14.0,6.0,15.0,5.0,16.0,5.0,16.0,4.0,18.0,3.0,18.0,estimate,2019-02-28,0
9,2019-12-31,10.17,10.0,3.3454056750168246,10.0,10.0,10.0,10.0,10.0,10.0,9.0,11.0,9.0,11.0,9.0,11.0,9.0,11.0,8.0,11.0,8.0,12.0,8.0,12.0,8.0,12.0,8.0,13.0,7.0,13.0,6.850000000000001,14.0,6.0,14.0,6.0,14.100000000000023,6.0,15.0,5.0,16.0,4.0,18.0,4.0,19.0,estimate,2019-02-28,0
10,2020-01-31,10.893333333333333,10.0,3.860695808959825,10.0,10.974999999999994,10.0,11.0,10.0,11.0,10.0,11.0,9.0,12.0,9.0,12.0,9.0,12.0,9.0,12.0,9.0,13.0,8.0,13.0,8.0,14.0,8.0,14.0,7.0,15.0,7.0,15.0,7.0,16.0,6.0,16.0,6.0,17.0,5.0,18.0,5.0,19.0,4.0,20.524999999999977,estimate,2019-02-28,0
11,2020-02-29,10.916666666666666,11.0,3.42864027509579,10.0,11.0,10.0,11.0,10.0,11.0,10.0,12.0,10.0,12.0,9.0,12.0,9.0,12.0,9.0,13.0,9.0,13.0,8.0,13.0,8.0,13.0,8.0,14.0,8.0,14.0,7.0,15.0,7.0,15.0,7.0,16.0,6.0,16.0,6.0,17.0,5.0,18.0,4.737500000000001,19.0,estimate,2019-02-28,0
12,2020-03-31,10.25,10.0,3.528313571030556,10.0,10.0,9.550000000000011,10.0,9.0,10.0,9.0,11.0,9.0,11.0,9.0,11.0,8.0,12.0,8.0,12.0,8.0,12.0,8.0,13.0,8.0,13.0,7.0,13.0,7.0,13.0,7.0,14.0,6.375,14.0,6.0,15.0,6.0,15.0,5.0,16.0,5.0,18.0,3.7375000000000003,20.0,estimate,2019-02-28,0
13,2020-04-30,10.21,10.0,3.7083337404331327,10.0,10.0,9.0,10.0,9.0,10.0,9.0,11.0,9.0,11.0,8.649999999999991,11.0,8.0,11.0,8.0,12.0,8.0,12.0,8.0,12.0,7.0,12.0,7.0,13.0,7.0,13.674999999999983,7.0,14.0,6.0,15.0,6.0,15.0,5.0,16.0,5.0,18.0,4.0,19.0,3.7375000000000003,20.0,estimate,2019-02-28,0
14,2020-05-31,10.446666666666667,10.0,3.7657791399201535,10.0,11.0,10.0,11.0,10.0,11.0,9.0,11.0,9.0,11.0,9.0,12.0,9.0,12.0,8.0,12.0,8.0,12.0,8.0,13.0,7.275000000000006,13.0,7.0,13.0,7.0,14.0,7.0,14.0,6.0,15.0,6.0,16.0,5.0,16.0,5.0,17.0,3.4750000000000005,18.0,3.0,20.0,estimate,2019-02-28,0
15,2020-06-30,10.423333333333334,10.0,3.5202408831128813,10.0,10.0,10.0,11.0,10.0,11.0,9.0,11.0,9.0,11.0,9.0,11.0,9.0,11.0,8.0,12.0,8.0,12.0,8.0,12.0,8.0,13.0,7.0,13.0,7.0,13.0,7.0,14.0,7.0,14.0,6.0,15.0,6.0,16.0,5.0,17.0,5.0,18.524999999999977,4.0,20.26249999999999,estimate,2019-02-28,0
16,2020-07-31,10.446666666666667,10.0,3.7746499391022703,10.0,10.0,10.0,11.0,10.0,11.0,9.0,11.0,9.0,11.0,9.0,11.0,9.0,12.0,8.0,12.0,8.0,13.0,8.0,13.0,7.0,14.0,7.0,14.0,7.0,14.0,6.850000000000001,14.0,6.0,15.0,6.0,15.0,5.0,15.0,5.0,17.0,4.0,19.0,3.7375000000000003,20.0,estimate,2019-02-28,0
17,2020-08-31,10.596666666666666,10.0,4.04745953050294,10.0,10.0,10.0,10.0,9.075000000000003,11.0,9.0,11.0,9.0,11.0,9.0,11.349999999999994,9.0,12.0,8.0,12.0,8.0,13.0,8.0,13.0,8.0,13.0,7.0,14.0,7.0,14.674999999999983,6.850000000000001,15.0,6.0,15.0,6.0,16.0,5.0,17.0,5.0,18.0,4.0,19.0,3.7375000000000003,20.0,estimate,2019-02-28,0
18,2020-09-30,10.7,10.0,4.020432762609292,10.0,11.0,10.0,11.0,10.0,11.0,9.0,12.0,9.0,12.0,9.0,12.0,9.0,12.0,8.0,13.0,8.0,13.0,8.0,13.0,7.275000000000006,14.0,7.0,14.0,7.0,14.0,7.0,15.0,6.0,15.0,6.0,16.0,5.0,16.57499999999999,5.0,18.0,4.0,19.524999999999977,3.0,20.0,estimate,2019-02-28,0
19,2020-10-31,10.94,11.0,3.907338092602131,10.0,11.0,10.0,11.0,10.0,11.924999999999983,10.0,12.0,10.0,12.0,9.0,12.349999999999994,9.0,13.0,9.0,13.0,8.225000000000009,13.0,8.0,13.0,8.0,14.0,8.0,14.0,7.0,14.0,7.0,14.150000000000006,6.375,15.0,6.0,16.0,5.0,17.0,5.0,18.0,5.0,19.0,4.0,21.26249999999999,estimate,2019-02-28,0
20,2020-11-30,10.493333333333334,10.0,3.6470479502460016,10.0,10.0,10.0,11.0,9.0,11.0,9.0,11.0,9.0,11.0,9.0,12.0,9.0,12.0,9.0,12.0,8.0,13.0,8.0,13.0,8.0,13.0,8.0,14.0,7.0,14.0,7.0,15.0,7.0,15.0,6.0,15.0,5.0,16.0,4.950000000000001,17.0,3.4750000000000005,18.0,3.0,19.26249999999999,estimate,2019-02-28,0
21,2020-12-31,10.913333333333334,11.0,3.8870966831689726,10.0,11.0,10.0,11.0,10.0,11.0,9.0,12.0,9.0,12.0,9.0,12.0,9.0,12.825000000000017,9.0,13.0,8.0,13.0,8.0,14.0,8.0,14.0,7.0,14.0,7.0,15.0,7.0,15.0,7.0,16.0,6.0,16.0,6.0,17.0,5.0,18.0,5.0,19.0,3.7375000000000003,20.0,estimate,2019-02-28,0
22,2021-01-31,10.54,11.0,3.7757012239372783,10.0,11.0,10.0,11.0,10.0,11.0,9.0,11.0,9.0,12.0,9.0,12.0,9.0,12.0,8.0,12.0,8.0,12.775000000000006,8.0,13.0,8.0,13.0,7.0,13.0,7.0,14.0,7.0,14.0,6.0,14.0,6.0,15.0,6.0,16.0,5.0,17.0,4.0,19.0,3.0,20.0,estimate,2019-02-28,0
23,2021-02-28,10.963333333333333,11.0,4.0715164713914165,10.0,11.0,10.0,11.0,10.0,11.0,10.0,12.0,9.0,12.0,9.0,12.0,9.0,13.0,8.0,13.0,8.0,13.0,8.0,13.0,8.0,14.0,8.0,14.0,7.0,15.0,7.0,15.0,7.0,16.0,6.0,16.0,6.0,17.0,5.0,18.0,4.0,19.0,3.7375000000000003,21.0,estimate,2019-02-28,0
