,date,mean,median,std,low_5,up_5,low_10,up_10,low_15,up_15,low_20,up_20,low_25,up_25,low_30,up_30,low_35,up_35,low_40,up_40,low_45,up_45,low_50,up_50,low_55,up_55,low_60,up_60,low_65,up_65,low_70,up_70,low_75,up_75,low_80,up_80,low_85,up_85,low_90,up_90,low_95,up_95,low_97.5,up_97.5,type,forecast_date,add
0,2017-06-30,12.496666666666666,12.0,3.602765876669733,12.0,13.0,12.0,13.0,11.075000000000003,13.0,11.0,13.0,11.0,13.0,11.0,14.0,11.0,14.0,10.0,14.0,10.0,14.0,10.0,14.0,10.0,15.0,9.0,15.0,9.0,16.0,9.0,16.0,9.0,17.0,8.0,18.0,8.0,18.0,7.0,19.0,6.0,20.0,5.0,20.26249999999999,estimate,2017-05-31,0
1,2017-07-31,12.993333333333334,13.0,3.62819996769392,13.0,13.0,12.0,13.0,12.0,13.0,12.0,13.0,12.0,14.0,12.0,14.0,11.0,14.0,11.0,15.0,11.0,15.0,11.0,15.0,10.0,15.0,10.0,16.0,10.0,16.0,9.0,17.0,9.0,17.0,9.0,18.0,8.0,18.0,7.0,20.0,7.0,21.0,5.737500000000001,22.0,estimate,2017-05-31,0
2,2017-08-31,13.193333333333333,13.0,3.662513103001053,13.0,13.0,12.0,13.0,12.0,14.0,12.0,14.0,12.0,14.0,12.0,14.0,11.0,14.0,11.0,15.0,11.0,15.0,11.0,15.0,11.0,16.0,10.0,16.0,10.0,16.0,9.0,17.0,9.0,17.625,9.0,18.0,8.0,18.0,8.0,19.0,7.0,21.0,6.0,23.26249999999999,estimate,2017-05-31,0
3,2017-09-30,12.966666666666667,13.0,3.8088379299743895,12.0,13.0,12.0,13.0,12.0,13.924999999999983,12.0,14.0,12.0,14.0,11.0,14.0,11.0,15.0,11.0,15.0,11.0,15.0,10.0,15.0,10.0,16.0,10.0,16.0,10.0,17.0,9.0,17.0,8.0,17.0,8.0,18.0,7.425000000000001,19.0,7.0,20.0,6.0,21.0,6.0,21.26249999999999,estimate,2017-05-31,0
4,2017-10-31,13.226666666666667,13.0,3.7141088078223254,13.0,13.0,13.0,13.0,12.0,13.0,12.0,14.0,12.0,14.0,11.0,14.0,11.0,15.0,11.0,15.0,11.0,15.0,11.0,15.25,10.275000000000006,16.0,10.0,17.0,10.0,17.0,9.0,17.0,9.0,18.0,9.0,18.0,8.425,19.0,7.950000000000001,20.0,6.4750000000000005,21.0,6.0,22.26249999999999,estimate,2017-05-31,0
5,2017-11-30,13.12,13.0,3.7001672203015343,13.0,13.0,12.0,14.0,12.0,14.0,12.0,14.0,12.0,14.0,11.0,15.0,11.0,15.0,11.0,15.0,11.0,15.0,11.0,16.0,10.0,16.0,10.0,16.0,10.0,17.0,9.0,17.0,9.0,17.0,9.0,18.0,8.0,19.0,7.0,19.05000000000001,6.0,20.0,6.0,21.26249999999999,estimate,2017-05-31,0
6,2017-12-31,13.536666666666667,13.0,4.178539161073439,13.0,13.0,13.0,13.0,12.0,14.0,12.0,14.0,12.0,15.0,12.0,15.0,11.0,15.0,11.0,15.0,11.0,16.0,11.0,16.0,10.275000000000006,17.0,10.0,17.0,10.0,17.0,9.850000000000001,18.0,9.0,19.0,9.0,20.0,8.0,20.0,7.0,21.0,6.0,22.0,4.737500000000001,24.0,estimate,2017-05-31,0
7,2018-01-31,13.293333333333333,13.0,3.9487463260356646,13.0,13.0,12.0,13.0,12.0,14.0,12.0,14.0,12.0,14.0,11.0,15.0,11.0,15.0,11.0,15.299999999999983,11.0,16.0,10.0,16.0,10.0,17.0,10.0,17.0,9.0,17.0,9.0,17.0,9.0,18.0,8.900000000000002,18.0,8.0,20.0,8.0,20.0,6.4750000000000005,22.0,6.0,23.0,estimate,2017-05-31,0
8,2018-02-28,13.243333333333334,13.0,4.129685609462155,13.0,13.0,12.0,13.0,12.0,14.0,12.0,14.0,12.0,14.0,11.0,15.0,11.0,15.0,11.0,15.0,11.0,16.0,10.0,16.0,10.0,16.0,10.0,16.0,9.0,17.0,9.0,17.0,9.0,18.0,8.0,19.0,8.0,20.0,7.0,20.0,6.0,22.0,5.0,24.0,estimate,2017-05-31,0
9,2018-03-31,13.403333333333334,13.0,4.211068655296536,13.0,13.0,13.0,14.0,12.0,14.0,12.0,14.400000000000006,12.0,15.0,11.0,15.0,11.0,15.0,11.0,15.0,11.0,16.0,10.0,16.0,10.0,16.0,10.0,17.0,9.0,17.0,9.0,17.0,9.0,18.0,8.0,19.0,8.0,19.57499999999999,7.0,21.0,6.0,22.0,5.0,24.26249999999999,estimate,2017-05-31,0
