,date,mean,median,std,low_5,up_5,low_10,up_10,low_15,up_15,low_20,up_20,low_25,up_25,low_30,up_30,low_35,up_35,low_40,up_40,low_45,up_45,low_50,up_50,low_55,up_55,low_60,up_60,low_65,up_65,low_70,up_70,low_75,up_75,low_80,up_80,low_85,up_85,low_90,up_90,low_95,up_95,low_97.5,up_97.5,type,forecast_date,add
0,2009-08-31,32.7,32.0,6.531375266837313,32.0,32.0,31.0,33.0,31.0,33.0,31.0,34.400000000000006,30.0,35.0,30.0,35.0,30.0,36.0,29.0,36.0,29.0,36.0,28.0,37.0,28.0,37.0,27.0,38.0,27.0,38.67499999999998,26.0,39.0,25.0,40.0,25.0,41.0,23.425,43.0,22.950000000000003,44.05000000000001,20.475,47.0,19.0,48.26249999999999,estimate,2009-07-31,0
1,2009-09-30,33.946666666666665,33.0,6.546756624202862,33.0,34.0,33.0,35.0,32.0,35.0,32.0,36.0,32.0,36.0,31.0,36.0,31.0,37.0,30.0,37.0,30.0,37.0,30.0,38.0,29.0,39.0,29.0,39.20000000000002,28.0,40.0,27.0,41.0,26.0,41.0,26.0,42.0,25.0,42.57499999999999,25.0,45.0,22.475,48.0,21.0,49.0,estimate,2009-07-31,0
2,2009-10-31,33.526666666666664,33.0,6.685677465007521,33.0,34.0,32.55000000000001,34.0,32.0,35.0,32.0,35.0,31.0,35.0,31.0,36.0,30.174999999999997,36.0,30.0,37.0,30.0,37.0,29.0,38.0,28.275000000000006,38.0,28.0,39.0,27.0,40.0,26.0,40.150000000000006,25.375,42.0,25.0,43.0,24.0,44.0,22.0,45.0,21.0,47.0,21.0,49.26249999999999,estimate,2009-07-31,0
3,2009-11-30,33.49,33.0,7.0076332007977635,33.0,33.0,33.0,34.0,32.0,34.0,31.0,34.400000000000006,31.0,35.0,30.0,36.0,30.0,36.0,30.0,37.0,29.0,37.0,28.0,38.0,28.0,38.724999999999994,27.0,39.0,27.0,40.0,26.0,41.0,26.0,42.0,25.0,43.0,24.0,44.0,23.0,47.0,21.475,47.52499999999998,20.0,50.26249999999999,estimate,2009-07-31,0
4,2009-12-31,33.473333333333336,33.0,6.325820809872637,33.0,34.0,32.0,34.0,32.0,34.0,32.0,34.400000000000006,32.0,35.0,31.0,35.0,31.0,36.0,30.0,36.0,30.0,36.775000000000006,30.0,37.0,29.0,38.0,28.800000000000004,39.0,28.0,39.0,27.0,40.0,27.0,40.0,26.0,41.0,24.0,43.0,23.0,45.0,21.0,46.0,19.0,49.0,estimate,2009-07-31,0
5,2010-01-31,33.413333333333334,33.0,7.594828963104983,33.0,33.974999999999994,32.0,34.0,31.075000000000003,35.0,31.0,35.0,31.0,36.0,30.0,36.0,30.0,37.0,29.0,38.0,28.0,38.0,28.0,39.0,27.0,39.724999999999994,27.0,40.0,26.0,40.0,25.0,41.0,25.0,42.0,24.0,43.0,23.0,44.0,22.0,46.0,19.0,49.0,18.0,51.52499999999998,estimate,2009-07-31,0
6,2010-02-28,34.1,33.0,7.697239221876626,33.0,34.0,32.0,34.0,32.0,35.0,31.0,35.0,31.0,35.875,30.0,36.0,30.0,37.0,30.0,38.0,29.0,38.0,29.0,39.0,28.275000000000006,40.0,28.0,40.20000000000002,27.0,41.0,26.0,42.0,26.0,44.0,25.0,45.0,24.0,46.0,22.0,47.05000000000001,20.0,50.0,20.0,54.26249999999999,estimate,2009-07-31,0
7,2010-03-31,33.903333333333336,33.0,6.905525068895638,33.0,34.0,33.0,35.0,32.0,35.0,32.0,35.0,31.0,36.0,31.0,36.0,30.0,37.0,30.0,37.0,29.0,38.0,29.0,39.0,28.275000000000006,39.0,28.0,40.0,28.0,40.0,27.0,41.0,26.0,41.0,25.900000000000002,42.0,25.0,43.0,23.0,47.0,21.0,49.52499999999998,20.7375,51.0,estimate,2009-07-31,0
8,2010-04-30,33.156666666666666,33.0,7.391497571085768,32.0,33.0,32.0,33.0,31.0,34.0,31.0,34.0,30.125,35.0,30.0,35.0,29.0,36.0,29.0,36.0,28.0,37.0,28.0,38.0,28.0,38.0,27.0,39.0,27.0,40.0,26.0,41.0,25.0,42.0,24.0,43.0,23.0,44.57499999999999,22.0,47.0,20.475,49.0,19.0,51.0,estimate,2009-07-31,0
9,2010-05-31,33.406666666666666,33.0,7.142689661995739,33.0,34.0,32.0,34.0,32.0,34.0,31.0,35.0,31.0,35.0,30.0,36.0,30.0,36.0,29.0,37.0,29.0,37.0,28.0,38.0,28.0,39.0,27.0,40.0,26.0,40.0,26.0,41.0,25.0,42.0,24.900000000000002,43.0,24.0,44.0,23.0,45.0,21.0,48.049999999999955,19.0,50.0,estimate,2009-07-31,0
