date,mean,median,low_5,up_5,low_10,up_10,low_15,up_15,low_20,up_20,low_25,up_25,low_30,up_30,low_35,up_35,low_40,up_40,low_45,up_45,low_50,up_50,low_55,up_55,low_60,up_60,low_65,up_65,low_70,up_70,low_75,up_75,low_80,up_80,low_85,up_85,low_90,up_90,low_95,up_95,low_97.5,up_97.5,add
2014-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,13.991864874343396,14.079364874343394,13.212973891331547,14.206063567385733,13.087549182310198,14.337479946800928,12.971300451674459,14.724363619628914,12.85747353744767,15.367580318146755,12.276836732329638,15.518146193655824,11.885167454333196,15.677273400687884,11.775738235822569,16.09643224164052,11.341800777548178,16.52743809372589,10.80781634257521,17.222576390949335,10.698179872056247,17.684787907479173,10.337183531489517,18.0992032636065,10.223962165614644,18.677348261290724,9.607406566448844,19.470409983393168,9.23601608927258,19.808108151013126,9.10762767236209,20.45760239493369,8.21886477441836,21.44796470097193,8.063849129726648,22.58448459165119,7.130473236731364,24.2562295568569,6.2531950342030775,26.98574533284178,5.630643409458985,30.073773108656358,0.0
2015-01-31,13.758302627960571,13.522469294627237,13.397312605881275,13.895670706209017,12.913338050155229,14.286352315807239,12.657487811116916,14.676544530100747,12.291743314120694,14.823400466207648,11.92811117247795,15.227981985699106,11.566109611910942,15.641557667612403,11.455254333581363,16.065668288576255,10.84504256758233,16.327218504941044,10.734933614479417,16.703608783613653,10.374323305709765,17.23543114112185,10.012508184990784,17.914269937077847,9.648632066065462,18.233183659238605,9.281601218563523,19.23751620708959,8.659940440556236,19.87635046628433,8.531528718415256,20.755327785869042,8.14306219293924,21.542726904053232,7.488800010512039,22.93468167291674,6.80694007539474,24.653201561874255,6.1828847321183185,27.460827996135016,5.313848260865605,30.100142979921962,0.0
2015-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
