date,mean,median,low_5,up_5,low_10,up_10,low_15,up_15,low_20,up_20,low_25,up_25,low_30,up_30,low_35,up_35,low_40,up_40,low_45,up_45,low_50,up_50,low_55,up_55,low_60,up_60,low_65,up_65,low_70,up_70,low_75,up_75,low_80,up_80,low_85,up_85,low_90,up_90,low_95,up_95,low_97.5,up_97.5,add
2020-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-28,4.528507644140136,4.126840977473469,4.099024957221264,4.155568314850206,3.8219866269645135,4.685355971198568,3.795603808079476,4.966373076610293,3.5197623789817922,4.998814856077573,3.494353177640303,5.032910348033958,3.2192689762366538,5.318932659655908,3.1944012932898955,5.357212943302587,3.094636757075662,5.898159941419937,2.6448526255643907,5.94228808148794,2.6199108629053223,6.490259117533892,2.59464978821623,6.542946058356376,2.3188715707184873,6.851535459586366,2.1235723359455156,6.917699491274262,1.7646583481656997,7.4939038733499554,1.735383815931014,7.584004399285332,1.6787243815810424,8.194531153687407,1.1683312906186705,8.587897659148506,0.8764251230435592,9.542504744529653,0.4388787820925129,11.032940015971258,0.2770056443461781,12.538075572083946,0.0
2021-03-31,4.537559000227054,4.30922566689372,4.031150269641584,4.34470067150905,3.99155813967925,4.631511071826186,3.7090474835711538,4.669868054112053,3.4272268351066804,4.810015684325361,3.3959612186502275,5.252240599315991,3.3651184213487157,5.296884895431214,3.0845650867781282,5.594363706535837,3.0541622820831793,5.645189799874742,3.023760061120779,5.950008949520226,2.7431903002728957,6.2596523905041135,2.4622566225042606,6.57521738367513,2.4307193348329297,6.648196188935652,2.1482714925074107,6.7306931222085495,1.8644982429548693,7.575813216342827,1.828802101954515,7.688415582144197,1.7902510450215452,8.576736405686551,1.3534735051601694,9.006448059600547,0.9463816127242356,10.013452573817299,0.8782789497076378,11.097206774157215,0.32628748173926164,12.254184786069299,0.0
2021-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
