date,mean,median,low_5,up_5,low_10,up_10,low_15,up_15,low_20,up_20,low_25,up_25,low_30,up_30,low_35,up_35,low_40,up_40,low_45,up_45,low_50,up_50,low_55,up_55,low_60,up_60,low_65,up_65,low_70,up_70,low_75,up_75,low_80,up_80,low_85,up_85,low_90,up_90,low_95,up_95,low_97.5,up_97.5,add
2013-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,15.849992747620199,15.753326080953533,15.219222137445469,16.04279405779221,14.814709142070026,16.21348997524942,14.664082030372166,16.641396260505147,14.516684151203984,16.827648710040105,13.871889461769317,17.523581648134776,13.479085255216466,17.730788001692822,13.337654091504298,18.407451250731544,13.121953325928684,18.68721011709915,12.806290035491248,19.191823533685472,12.414888014034684,19.71891530682849,12.021841388083285,20.273599948576013,11.6260453127798,21.11283441888093,11.057335879428127,21.665180988975486,10.820053164932625,22.226371170246196,10.405197692780785,23.212822398051948,9.977232164515213,24.606715790713416,9.2786999502895,25.98120293205474,8.531757419973838,27.91642300259624,7.217999675038551,31.883385117610636,5.925589223033894,35.15572583746987,0.0
2014-04-30,15.36184526944157,15.411011936108235,14.753445612764576,15.574091181864384,14.350614583748886,15.993554784120446,14.201811971786288,16.170396108731065,14.056381939438925,16.955765949285443,13.194951923992695,17.30101862391705,13.02316555767364,17.75777339649472,12.884164972396803,18.227998366490045,12.746070938106037,18.71412798915138,11.858208729999506,18.96923226494817,11.719826558486387,19.49726786487412,11.580051398089683,20.053464199336997,10.937823189890198,20.644942058904306,10.541790533750454,21.281755832289576,10.065133817239932,21.97876178725493,9.48024056501513,23.00924399229028,9.058046232432824,24.187737042812145,8.36649561392915,25.514624280610818,7.8785996798648945,27.250541851974482,6.340971789062801,31.155196413847847,5.6134221032332094,34.19669397927086,0.0
2014-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
