date,mean,median,low_5,up_5,low_10,up_10,low_15,up_15,low_20,up_20,low_25,up_25,low_30,up_30,low_35,up_35,low_40,up_40,low_45,up_45,low_50,up_50,low_55,up_55,low_60,up_60,low_65,up_65,low_70,up_70,low_75,up_75,low_80,up_80,low_85,up_85,low_90,up_90,low_95,up_95,low_97.5,up_97.5,add
2016-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-28,11.691860660117971,11.567693993451304,10.966533796599736,11.922035685065298,10.8680765257924,12.030090856697498,10.77188303944556,12.392461766555458,10.577541461107508,12.759842031415266,9.865905980783438,12.883043836289698,9.7428358127843,13.100534022262298,9.651683444003455,13.400983202415965,9.560781102931973,14.048334372110237,8.775923960312802,14.456901441674,8.62784778569708,14.629015154120163,8.534697314786584,14.817746912444306,8.189478748269556,15.777266623566117,7.841234035447721,16.182194094542147,7.488661982653943,16.53492425067305,6.973630939941851,17.355207742317624,6.761945576749527,18.247124530650357,6.129715654165019,19.50399626066813,5.472577230605686,20.737213859086044,4.760372593969219,23.48320594786884,4.281209483501703,25.91657766315125,0.0
2017-03-31,11.095653286182756,10.781486619516091,10.685775219821556,11.374068378007046,10.342725257930988,11.732782027973311,10.020666949147802,11.839458019309404,9.912957996021786,11.951016177511615,9.82547293858537,12.318242161128214,9.239092740625932,12.942072607143642,8.903443803095332,13.073643021097332,8.818135416721319,13.464354738733492,8.232744289405508,13.865971169610296,7.896794073342701,14.530760431761298,7.809726486418863,14.961714302797118,7.720858054763004,15.162898528940577,7.129311278395463,15.640042022283476,6.783897598885844,16.401591173195577,6.526652133433944,16.960751960396635,6.073645744018002,18.08988560274082,5.30771084572696,18.58149089164879,4.806726432789163,19.782773573493532,4.1121673042984215,21.894315357871022,3.463023946123522,24.174014913891718,0.0
2017-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
