date,mean,median,low_5,up_5,low_10,up_10,low_15,up_15,low_20,up_20,low_25,up_25,low_30,up_30,low_35,up_35,low_40,up_40,low_45,up_45,low_50,up_50,low_55,up_55,low_60,up_60,low_65,up_65,low_70,up_70,low_75,up_75,low_80,up_80,low_85,up_85,low_90,up_90,low_95,up_95,low_97.5,up_97.5
2015-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-31,9.993333333386555,9.00000000008374,9.000000000055826,10.000000000055827,9.000000000055826,10.000000000055827,9.000000000055826,10.000000000055827,9.000000000055826,10.000000000055827,9.000000000027914,11.000000000055827,9.000000000027914,11.000000000055827,8.000000000055827,11.000000000055827,8.000000000055827,11.000000000083741,8.000000000055827,12.000000000055827,8.000000000027914,12.000000000055827,7.2750000000481565,12.00000000008374,7.0000000000558265,13.000000000055826,7.0000000000558265,13.000000000055826,7.000000000027914,14.000000000055827,7.000000000027914,14.000000000055827,6.000000000027914,15.000000000030706,6.000000000027914,15.000000000071879,5.000000000027914,16.050000000082356,4.0000000000411715,17.525000000083715,3.7375000000073273,18.262500000132228
2016-02-29,9.116666666757663,9.00000000008374,9.00000000008374,9.00000000008374,9.00000000008374,9.000000000111651,8.000000000111653,10.00000000008374,8.00000000008374,10.00000000008374,8.00000000008374,10.00000000008374,7.000000000111652,10.000000000111653,7.000000000088624,11.000000000083741,7.000000000083739,11.000000000083741,7.000000000083739,11.000000000083741,7.000000000083739,11.250000000104674,6.000000000083739,12.00000000008374,6.000000000083739,12.000000000111653,6.000000000083739,12.000000000111653,5.000000000083739,13.000000000087926,5.000000000083739,13.000000000111653,5.0000000000558265,14.000000000083741,5.0000000000558265,14.000000000111653,4.0000000000558265,15.000000000111655,3.000000000083739,16.000000000139565,3.000000000083739,16.26250000016014
2016-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
