,year,mmwr_week,Reporting Area,Lyme disease current week,Lyme disease previous 52 weeks median ,Lyme disease previous 52 weeks maximum ,Lyme disease cummulative for 2009,Lyme disease cummulative for 2008,Malaria current week,Malaria previous 52 weeks median ,Malaria previous 52 weeks maximum ,Malaria cummulative for 2009,Malaria cummulative for 2008,"Meningococcal diseases, invasive �, all serogroups current week","Meningococcal diseases, invasive �, all serogroups previous 52 weeks median ","Meningococcal diseases, invasive �, all serogroups previous 52 weeks maximum ","Meningococcal diseases, invasive �, all serogroups cummulative for 2009","Meningococcal diseases, invasive �, all serogroups cummulative for 2008"
65,2009,2,Ark.,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
66,2009,2,La.,0,0,1,0,0,0,0,1,0,0,0,0,3,0,1
67,2009,2,Okla.,0,0,0,0,0,0,0,2,0,0,0,0,3,0,1
68,2009,2,Tex.,0,2,8,0,0,0,1,11,0,0,0,1,5,0,0
69,2009,2,MOUNTAIN,0,0,4,1,0,0,0,3,0,1,1,1,4,2,4
70,2009,2,Ariz.,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0
71,2009,2,Colo.,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
72,2009,2,Idaho,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0
73,2009,2,Mont.,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
74,2009,2,Nev.,0,0,2,0,0,0,0,3,0,0,0,0,1,1,1
75,2009,2,N. Mex.,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0
76,2009,2,Utah,0,0,1,1,0,0,0,1,0,0,0,0,1,0,3
77,2009,2,Wyo.,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
78,2009,2,PACIFIC,3,5,12,8,6,3,3,10,9,2,2,5,19,6,6
79,2009,2,Alaska,0,0,2,0,0,0,0,2,0,0,1,0,2,1,0
80,2009,2,Calif.,3,3,10,8,6,3,2,8,8,1,1,3,19,4,4
81,2009,2,Hawaii,N,0,0,N,N,0,0,1,0,0,0,0,1,0,0
82,2009,2,Oreg.,0,1,3,0,0,0,0,2,1,1,0,1,3,1,2
83,2009,2,Wash.,0,0,9,0,0,0,0,5,0,0,0,0,3,0,0
84,2009,2,Amer. Samoa,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
85,2009,2,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2009,2,Guam,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
87,2009,2,P.R.,N,0,0,N,N,0,0,1,1,0,0,0,1,0,0
88,2009,2,V.I.,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
22,2009,3,UNITED STATES,37,445,"1,454",160,392,9,21,44,24,43,6,19,47,25,47
23,2009,3,NEW ENGLAND,0,44,260,10,64,0,0,6,0,2,0,0,3,0,3
24,2009,3,Conn.,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0
25,2009,3,Maine,0,3,73,0,0,0,0,1,0,0,0,0,1,0,0
26,2009,3,Mass.,0,10,114,0,45,0,0,2,0,2,0,0,3,0,3
27,2009,3,N.H.,0,13,141,3,18,0,0,2,0,0,0,0,0,0,0
28,2009,3,R.I.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29,2009,3,Vt.,0,4,40,7,1,0,0,1,0,0,0,0,0,0,0
30,2009,3,MID. ATLANTIC,12,250,"1,004",53,214,2,4,14,2,9,1,2,6,2,4
31,2009,3,N.J.,0,31,211,0,71,0,0,0,0,0,0,0,2,0,2
32,2009,3,N.Y. (Upstate),7,99,702,13,8,2,0,5,2,0,0,0,3,0,1
33,2009,3,N.Y. City,0,0,4,0,5,0,3,10,0,7,0,0,2,1,0
34,2009,3,Pa.,5,93,532,40,130,0,1,3,0,2,1,1,5,1,1
35,2009,3,E.N. CENTRAL,6,11,146,13,25,0,2,7,2,14,3,3,9,6,11
36,2009,3,Ill.,0,0,12,0,2,0,1,5,0,9,0,1,5,0,7
37,2009,3,Ind.,0,0,8,0,0,0,0,2,0,0,0,0,4,0,0
38,2009,3,Mich.,0,1,10,1,2,0,0,2,0,2,0,0,3,0,2
39,2009,3,Ohio,0,1,5,1,1,0,0,3,2,3,3,1,4,6,1
40,2009,3,Wis.,6,9,129,11,20,0,0,3,0,0,0,0,2,0,1
41,2009,3,W.N. CENTRAL,0,8,156,0,1,1,1,10,1,0,1,2,8,3,3
42,2009,3,Iowa,0,1,8,0,1,0,0,3,0,0,0,0,3,0,1
43,2009,3,Kans.,0,0,1,0,0,0,0,2,0,0,0,0,2,0,1
44,2009,3,Minn.,0,4,152,0,0,1,0,8,1,0,1,0,7,1,0
45,2009,3,Mo.,0,0,1,0,0,0,0,3,0,0,0,0,3,2,1
46,2009,3,Nebr.,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0
47,2009,3,N. Dak.,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
48,2009,3,S. Dak.,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
49,2009,3,S. ATLANTIC,13,63,219,67,80,5,4,15,9,10,0,3,10,7,8
50,2009,3,Del.,4,12,37,11,23,0,0,1,1,0,0,0,1,0,0
51,2009,3,D.C.,0,2,11,0,3,0,0,2,0,0,0,0,0,0,0
52,2009,3,Fla.,2,2,10,8,1,4,1,7,4,3,0,1,3,3,4
53,2009,3,Ga.,0,0,3,0,0,0,1,5,0,3,0,0,2,1,1
54,2009,3,Md.,6,28,158,41,45,1,1,7,1,4,0,0,4,0,0
55,2009,3,N.C.,0,0,7,0,0,0,0,7,2,0,0,0,3,2,0
56,2009,3,S.C.,0,0,2,2,0,0,0,1,0,0,0,0,3,0,3
57,2009,3,Va.,1,13,53,5,7,0,1,3,1,0,0,0,2,1,0
58,2009,3,W. Va.,0,1,11,0,1,0,0,0,0,0,0,0,1,0,0
59,2009,3,E.S. CENTRAL,0,1,5,1,0,1,0,2,1,2,0,1,6,0,5
60,2009,3,Ala.,0,0,2,0,0,0,0,1,0,1,0,0,2,0,0
61,2009,3,Ky.,0,0,2,0,0,0,0,1,0,1,0,0,1,0,3
62,2009,3,Miss.,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0
63,2009,3,Tenn.,0,0,3,1,0,1,0,2,1,0,0,0,3,0,2
64,2009,3,W.S. CENTRAL,0,2,8,0,0,0,1,11,0,0,0,2,7,0,3
65,2009,3,Ark.,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
66,2009,3,La.,0,0,1,0,0,0,0,1,0,0,0,0,3,0,2
67,2009,3,Okla.,0,0,0,0,0,0,0,2,0,0,0,0,3,0,1
68,2009,3,Tex.,0,2,8,0,0,0,1,11,0,0,0,1,5,0,0
69,2009,3,MOUNTAIN,1,0,16,2,0,0,0,3,0,2,0,1,4,2,4
70,2009,3,Ariz.,0,0,2,0,0,0,0,2,0,1,0,0,2,0,0
71,2009,3,Colo.,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0
72,2009,3,Idaho,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
73,2009,3,Mont.,0,0,16,0,0,0,0,0,0,0,0,0,1,0,0
74,2009,3,Nev.,0,0,2,0,0,0,0,3,0,0,0,0,1,1,1
75,2009,3,N. Mex.,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0
76,2009,3,Utah,0,0,1,1,0,0,0,1,0,0,0,0,1,0,3
77,2009,3,Wyo.,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
78,2009,3,PACIFIC,5,4,13,14,8,0,3,10,9,4,1,5,19,5,6
79,2009,3,Alaska,0,0,2,0,0,0,0,2,0,0,0,0,2,1,0
80,2009,3,Calif.,5,3,8,13,8,0,2,8,8,3,0,3,19,2,4
81,2009,3,Hawaii,N,0,0,N,N,0,0,1,0,0,0,0,1,0,0
82,2009,3,Oreg.,0,1,3,1,0,0,0,2,1,1,0,1,3,1,2
83,2009,3,Wash.,0,0,9,0,0,0,0,7,0,0,1,0,5,1,0
84,2009,3,Amer. Samoa,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
85,2009,3,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2009,3,Guam,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
87,2009,3,P.R.,N,0,0,N,N,0,0,1,1,0,0,0,1,0,0
88,2009,3,V.I.,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
22,2009,4,UNITED STATES,42,446,"1,454",255,487,13,20,44,43,64,9,18,48,35,68
23,2009,4,NEW ENGLAND,0,45,260,14,75,0,0,6,1,3,0,0,3,0,4
24,2009,4,Conn.,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0
25,2009,4,Maine,0,5,73,0,0,0,0,1,0,0,0,0,1,0,0
26,2009,4,Mass.,0,10,114,0,53,0,0,2,0,3,0,0,3,0,4
27,2009,4,N.H.,0,13,141,7,20,0,0,2,0,0,0,0,0,0,0
28,2009,4,R.I.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29,2009,4,Vt.,0,4,40,7,2,0,0,1,1,0,0,0,0,0,0
30,2009,4,MID. ATLANTIC,20,250,"1,005",112,271,3,4,14,6,14,0,2,6,2,7
31,2009,4,N.J.,1,31,211,10,84,0,0,0,0,0,0,0,2,0,3
32,2009,4,N.Y. (Upstate),8,99,870,22,13,2,0,7,4,1,0,0,3,0,1
33,2009,4,N.Y. City,0,0,4,0,5,0,3,10,0,10,0,0,2,1,2
34,2009,4,Pa.,11,94,533,80,169,1,1,3,2,3,0,1,5,1,1
35,2009,4,E.N. CENTRAL,0,11,146,15,27,1,2,7,3,21,2,3,9,8,14
36,2009,4,Ill.,0,1,12,0,2,0,1,5,0,12,0,1,5,0,7
37,2009,4,Ind.,0,0,8,0,0,0,0,2,0,0,0,0,4,0,1
38,2009,4,Mich.,0,1,10,1,2,0,0,2,0,3,1,0,3,1,3
39,2009,4,Ohio,0,1,5,1,1,1,0,2,3,6,1,1,4,7,2
40,2009,4,Wis.,0,9,129,13,22,0,0,3,0,0,0,0,2,0,1
41,2009,4,W.N. CENTRAL,0,8,156,0,1,0,1,10,2,0,2,2,8,5,6
42,2009,4,Iowa,0,1,8,0,1,0,0,3,0,0,0,0,3,0,3
43,2009,4,Kans.,0,0,1,0,0,0,0,2,1,0,0,0,2,0,1
44,2009,4,Minn.,0,4,152,0,0,0,0,8,1,0,1,0,7,2,0
45,2009,4,Mo.,0,0,1,0,0,0,0,3,0,0,1,0,3,3,1
46,2009,4,Nebr.,0,0,2,0,0,0,0,2,0,0,0,0,1,0,1
47,2009,4,N. Dak.,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
48,2009,4,S. Dak.,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
49,2009,4,S. ATLANTIC,20,62,218,96,102,6,4,15,18,16,2,3,10,9,10
50,2009,4,Del.,4,12,37,15,32,0,0,1,1,0,0,0,1,0,0
51,2009,4,D.C.,0,2,11,0,4,0,0,2,0,0,0,0,0,0,0
52,2009,4,Fla.,3,2,10,11,1,1,1,7,5,5,1,1,3,4,4
53,2009,4,Ga.,0,0,3,1,0,2,1,5,3,5,0,0,2,1,1
54,2009,4,Md.,11,28,157,59,56,1,1,7,3,5,0,0,4,0,1
55,2009,4,N.C.,2,0,7,2,0,1,0,7,3,0,1,0,3,3,0
56,2009,4,S.C.,0,0,2,2,0,0,0,1,1,0,0,0,3,0,3
57,2009,4,Va.,0,13,53,6,7,1,1,3,2,1,0,0,2,1,1
58,2009,4,W. Va.,0,1,11,0,2,0,0,0,0,0,0,0,1,0,0
59,2009,4,E.S. CENTRAL,0,0,5,1,1,2,0,2,3,2,0,1,6,0,7
60,2009,4,Ala.,0,0,2,0,0,0,0,1,0,1,0,0,2,0,0
61,2009,4,Ky.,0,0,2,0,0,0,0,1,0,1,0,0,1,0,4
62,2009,4,Miss.,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0
63,2009,4,Tenn.,0,0,3,1,1,2,0,2,3,0,0,0,3,0,3
64,2009,4,W.S. CENTRAL,0,2,8,0,0,0,1,11,0,1,1,2,7,2,3
65,2009,4,Ark.,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0
66,2009,4,La.,0,0,1,0,0,0,0,1,0,0,0,0,3,1,2
67,2009,4,Okla.,0,0,0,0,0,0,0,2,0,0,0,0,3,0,1
68,2009,4,Tex.,0,2,8,0,0,0,1,11,0,1,0,1,5,0,0
69,2009,4,MOUNTAIN,0,0,16,1,0,0,0,3,0,2,0,1,4,2,7
70,2009,4,Ariz.,0,0,2,0,0,0,0,2,0,1,0,0,2,0,0
71,2009,4,Colo.,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1
72,2009,4,Idaho,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1
73,2009,4,Mont.,0,0,16,0,0,0,0,0,0,0,0,0,1,0,0
74,2009,4,Nev.,0,0,2,0,0,0,0,3,0,0,0,0,1,1,1
75,2009,4,N. Mex.,0,0,2,0,0,0,0,1,0,0,0,0,1,0,1
76,2009,4,Utah,0,0,1,0,0,0,0,1,0,0,0,0,1,0,3
77,2009,4,Wyo.,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
78,2009,4,PACIFIC,2,4,16,16,10,1,3,10,10,5,2,5,19,7,10
79,2009,4,Alaska,0,0,2,0,0,0,0,2,0,0,0,0,2,1,0
80,2009,4,Calif.,2,3,8,15,10,0,2,8,8,3,0,3,19,2,8
81,2009,4,Hawaii,N,0,0,N,N,0,0,1,0,1,0,0,1,0,0
82,2009,4,Oreg.,0,1,3,1,0,0,0,2,1,1,0,1,3,1,2
83,2009,4,Wash.,0,0,10,0,0,1,0,7,1,0,2,0,5,3,0
84,2009,4,Amer. Samoa,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
85,2009,4,C.N.M.I.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2009,4,Guam,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
87,2009,4,P.R.,N,0,0,N,N,0,0,1,1,0,0,0,1,0,0
88,2009,4,V.I.,N,0,0,N,N,0,0,0,0,0,0,0,0,0,0
22,2009,5,UNITED STATES,70,448,"1,455",389,645,15,20,44,59,83,8,17,48,49,90
23,2009,5,NEW ENGLAND,7,45,260,29,104,0,0,6,1,4,0,0,3,0,4
24,2009,5,Conn.,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0
25,2009,5,Maine,4,6,73,4,0,0,0,0,0,1,0,0,1,0,0
26,2009,5,Mass.,0,9,114,0,72,0,0,2,0,3,0,0,3,0,4
27,2009,5,N.H.,1,13,141,11,29,0,0,2,0,0,0,0,0,0,0
28,2009,5,R.I.,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
29,2009,5,Vt.,2,4,40,14,3,0,0,1,1,0,0,0,0,0,0
30,2009,5,MID. ATLANTIC,17,250,"1,005",163,358,1,4,14,7,16,0,2,6,3,10
31,2009,5,N.J.,0,29,211,21,115,0,0,0,0,0,0,0,2,0,3
32,2009,5,N.Y. (Upstate),14,99,929,36,16,1,0,8,5,2,0,0,3,0,2
33,2009,5,N.Y. City,0,0,5,0,8,0,3,10,0,11,0,0,2,1,2
34,2009,5,Pa.,3,94,533,106,219,0,1,3,2,3,0,1,5,2,3
35,2009,5,E.N. CENTRAL,1,12,146,19,33,0,2,7,3,22,2,3,9,9,20
36,2009,5,Ill.,0,1,12,0,2,0,1,5,0,12,0,1,5,0,9
37,2009,5,Ind.,0,0,8,0,0,0,0,2,0,0,1,0,4,1,1
38,2009,5,Mich.,0,1,10,1,2,0,0,2,0,3,0,0,3,1,5
39,2009,5,Ohio,0,1,5,1,1,0,0,2,3,7,1,1,4,7,4
40,2009,5,Wis.,1,9,129,17,28,0,0,3,0,0,0,0,2,0,1
41,2009,5,W.N. CENTRAL,0,8,171,0,3,0,1,10,2,1,1,2,8,6,8
42,2009,5,Iowa,0,1,8,0,3,0,0,3,0,0,0,0,3,0,3
43,2009,5,Kans.,0,0,1,0,0,0,0,2,1,0,1,0,2,1,1
44,2009,5,Minn.,0,4,171,0,0,0,0,8,1,0,0,0,7,2,0
45,2009,5,Mo.,0,0,1,0,0,0,0,3,0,0,0,0,3,3,2
46,2009,5,Nebr.,0,0,2,0,0,0,0,2,0,1,0,0,1,0,1
47,2009,5,N. Dak.,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
48,2009,5,S. Dak.,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
49,2009,5,S. ATLANTIC,40,64,219,151,127,14,4,15,32,21,0,3,10,10,12
50,2009,5,Del.,2,12,37,24,34,0,0,1,1,0,0,0,1,0,0
51,2009,5,D.C.,0,2,11,0,5,0,0,2,0,0,0,0,0,0,0
52,2009,5,Fla.,2,2,10,13,2,4,1,7,9,7,0,1,3,4,6
53,2009,5,Ga.,0,0,3,1,0,0,1,5,3,6,0,0,2,1,1
54,2009,5,Md.,33,30,158,100,74,5,1,7,8,7,0,0,4,0,1
55,2009,5,N.C.,3,0,7,5,0,5,0,7,8,0,0,0,3,3,0
56,2009,5,S.C.,0,0,2,2,1,0,0,1,1,0,0,0,3,1,3
57,2009,5,Va.,0,13,53,6,9,0,1,3,2,1,0,0,2,1,1
58,2009,5,W. Va.,0,1,11,0,2,0,0,0,0,0,0,0,1,0,0
59,2009,5,E.S. CENTRAL,1,1,5,2,1,0,0,2,3,2,0,1,6,0,7
60,2009,5,Ala.,0,0,2,0,0,0,0,1,0,1,0,0,2,0,0
61,2009,5,Ky.,0,0,2,0,0,0,0,1,0,1,0,0,1,0,4
62,2009,5,Miss.,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0
63,2009,5,Tenn.,1,0,3,2,1,0,0,2,3,0,0,0,3,0,3
