date,mean,median,low_5,up_5,low_10,up_10,low_15,up_15,low_20,up_20,low_25,up_25,low_30,up_30,low_35,up_35,low_40,up_40,low_45,up_45,low_50,up_50,low_55,up_55,low_60,up_60,low_65,up_65,low_70,up_70,low_75,up_75,low_80,up_80,low_85,up_85,low_90,up_90,low_95,up_95,low_97.5,up_97.5
2015-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-29,12.949999971291769,12.999999971854676,11.999999978891006,12.999999971854676,11.999999971854676,12.999999971854676,11.999999971854676,12.999999971854676,10.999999978891006,13.999999964818345,10.999999978891006,13.999999971854677,10.999999978891006,14.999999964818347,10.999999971854676,14.999999971854677,9.999999978891006,15.999999964818347,9.999999978891006,15.999999964818347,9.999999971854676,15.999999964818347,8.999999978891006,15.999999964818347,8.999999978891006,16.999999964818343,8.324999983640526,17.674999960068806,7.999999985927339,17.999999957782013,7.999999978891008,17.999999964818343,6.999999985927339,18.999999957782013,6.999999985927339,19.999999950745682,5.999999985927338,20.999999950745682,5.474999982585081,21.999999950745682,4.999999985927338,22.999999950745682
2016-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
