date,mean,median,low_5,up_5,low_10,up_10,low_15,up_15,low_20,up_20,low_25,up_25,low_30,up_30,low_35,up_35,low_40,up_40,low_45,up_45,low_50,up_50,low_55,up_55,low_60,up_60,low_65,up_65,low_70,up_70,low_75,up_75,low_80,up_80,low_85,up_85,low_90,up_90,low_95,up_95,low_97.5,up_97.5
2010-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-31,28.363333333222112,27.9999999998794,27.9999999998794,27.9999999999196,26.999999999919595,28.9999999998794,26.999999999919595,28.9999999998794,26.9999999998794,29.9999999998794,25.9999999999196,29.9999999998794,25.999999999879403,29.9999999998794,25.999999999879403,30.999999999879396,24.9999999999196,30.999999999879396,24.999999999888445,30.999999999879396,23.9999999999196,31.9999999998794,23.9999999999196,31.9999999998794,23.999999999879403,32.9999999998794,22.9999999999196,33.999999999839204,22.999999999879403,34.9999999998392,21.374999999944723,34.99999999987939,20.899999999923615,35.99999999984322,19.9999999999196,37.999999999799,18.949999999881413,39.9999999998392,15.999999999938694,40.9999999998392,15.737499999919601,42.999999999799
2011-02-28,28.26666666644638,27.99999999979901,27.99999999975881,28.97499999975981,27.549999999776908,28.99999999975881,26.999999999761823,28.99999999975881,26.99999999975881,28.999999999774886,25.99999999979901,29.874999999763833,25.999999999758813,29.99999999975881,25.999999999758813,29.999999999799005,24.99999999979901,30.999999999770868,23.99999999979901,30.999999999799005,23.99999999979901,31.999999999799005,22.999999999839204,32.999999999758806,22.99999999979901,32.99999999979901,21.999999999839204,33.99999999979901,21.99999999979901,34.999999999758806,20.99999999979901,35.999999999758806,20.99999999979901,36.09999999975481,19.99999999979901,37.99999999971861,18.999999999799012,38.999999999720615,16.474999999860312,40.52499999973768,14.999999999868853,42.999999999678415
2011-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
