date,mean,median,low_5,up_5,low_10,up_10,low_15,up_15,low_20,up_20,low_25,up_25,low_30,up_30,low_35,up_35,low_40,up_40,low_45,up_45,low_50,up_50,low_55,up_55,low_60,up_60,low_65,up_65,low_70,up_70,low_75,up_75,low_80,up_80,low_85,up_85,low_90,up_90,low_95,up_95,low_97.5,up_97.5
2016-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-28,9.104995894835348,8.653049184880812,8.52243934790465,9.52243934790465,8.52243934790465,9.52243934790465,8.52243934790465,9.653049184880812,8.470195413114187,9.653049184880812,7.522439347904649,9.653049184880812,7.522439347904649,9.698762627822468,7.522439347904649,9.783659021856975,7.522439347904649,10.653049184880812,6.522439347904649,10.783659021856973,6.522439347904649,10.783659021856973,6.522439347904649,10.783659021856973,6.3918295109284875,11.783659021856973,6.3918295109284875,11.783659021856973,5.522439347904649,11.783659021856973,5.391829510928487,12.783659021856975,5.391829510928487,12.914268858833138,4.391829510928487,14.783659021856973,4.261219673952325,15.659579676729622,3.391829510928487,16.783659021856973,3.2612196739523247,18.011873939650723
2017-03-31,8.301441928736187,7.783659021856974,7.783659021856974,8.653049184880812,7.783659021856974,8.783659021856973,7.662844922654024,8.783659021856973,7.653049184880811,8.783659021856973,7.653049184880811,8.914268858833136,6.783659021856974,9.783659021856975,6.653049184880812,9.783659021856975,6.653049184880812,9.783659021856975,6.522439347904649,9.914268858833136,5.653049184880812,10.783659021856973,5.653049184880812,10.914268858833136,5.653049184880812,10.914268858833136,5.522439347904649,10.914268858833136,4.653049184880812,11.914268858833136,4.653049184880812,11.914268858833136,4.522439347904649,12.914268858833138,3.891930167189781,12.914268858833138,3.391829510928487,13.044878695809299,2.5224393479046494,14.113448860221782,2.391829510928487,15.209773614991702
2017-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
