date,mean,median,low_5,up_5,low_10,up_10,low_15,up_15,low_20,up_20,low_25,up_25,low_30,up_30,low_35,up_35,low_40,up_40,low_45,up_45,low_50,up_50,low_55,up_55,low_60,up_60,low_65,up_65,low_70,up_70,low_75,up_75,low_80,up_80,low_85,up_85,low_90,up_90,low_95,up_95,low_97.5,up_97.5
2010-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-28,28.303333316291827,27.999999983079974,27.99999998177843,28.974999981843503,27.99999998177843,28.999999981778434,26.99999998438151,29.924999979370565,25.999999984381514,29.99999998177843,25.999999984381514,29.99999998177843,24.999999986984594,30.99999997917535,24.999999984381514,30.99999998177843,23.999999986984594,31.99999997917535,23.999999984381514,31.999999981778434,23.999999984381514,32.99999997917535,22.999999986984594,32.99999998177843,22.99999998438151,33.99999997917535,21.99999998698459,33.99999998177844,21.99999998438151,34.99999997917536,20.999999986984594,35.62499998015151,19.999999989327367,36.99999997917535,19.999999986984594,37.99999997657227,18.94999998711475,38.99999997917535,16.999999986984594,40.99999997657227,14.999999989587675,42.26249997657226
2011-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
